GENESIS-Tabelle: 12411-0018
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2018;09475;Hof, Landkreis;1081;1102;1474;1970;1380;1036;2421;2553;2421;2518;2444;3306;4289;4396;3585;5429;5241;1093;1066;1405;1917;1316;905;2095;2273;2266;2514;2473;3512;4194;4193;3600;5841;8002
31.12.2018;09476;Kronach, Landkreis;725;730;1043;1307;959;754;1656;1855;1861;1914;1851;2496;3133;3160;2659;3749;3332;715;712;1042;1280;926;589;1504;1625;1677;1771;1833;2462;3032;3065;2570;3891;5257
31.12.2018;09477;Kulmbach, Landkreis;857;775;1112;1563;1056;830;1929;2015;1955;1974;2007;2520;3317;3243;2674;4109;3409;819;751;1082;1439;1012;636;1655;1691;1774;1969;2052;2658;3214;3173;2798;4351;5426
31.12.2018;09478;Lichtenfels, Landkreis;887;840;1145;1354;970;699;1889;2006;1894;1954;1925;2344;2984;2989;2455;3474;3218;826;818;1114;1387;879;653;1636;1769;1778;1943;1885;2391;2937;2906;2496;3668;4725
31.12.2018;09479;Wunsiedel im Fichtelgebirge, Landkreis;932;868;1159;1470;1055;814;1914;1971;1911;1950;1823;2438;3115;3334;2743;4275;3946;892;754;1070;1438;975;632;1719;1755;1734;1919;1876;2456;3187;3235;2746;4739;6333
31.12.2018;09561;Ansbach, kreisfreie Stadt;644;599;713;937;598;471;1317;1454;1368;1302;1133;1312;1613;1599;1273;1841;1874;653;575;692;925;555;444;1255;1473;1301;1277;1229;1418;1692;1665;1475;2248;2922
31.12.2018;09562;Erlangen, kreisfreie Stadt;1726;1589;1935;2439;1451;1217;4731;6108;4906;4097;3146;3448;4086;3711;2817;4073;4384;1631;1554;1803;2216;1333;1168;4693;5195;4322;3669;3110;3376;4083;3700;2917;4797;6531
31.12.2018;09563;Fürth, kreisfreie Stadt;2072;1891;2267;2738;1765;1367;3898;4676;4819;4652;4210;4365;5363;4813;3874;5189;4644;2017;1752;1985;2533;1593;1241;3614;4341;4680;4687;4238;4611;5304;4988;4008;6221;7332
31.12.2018;09564;Nürnberg, kreisfreie Stadt;8294;7355;9012;11117;6765;5100;16507;21060;20554;18494;16246;17192;19994;17324;14144;21765;21884;7803;6958;8453;10583;6159;4750;16328;20676;19512;18203;16508;17164;18978;17675;15404;26328;34076
31.12.2018;09565;Schwabach, kreisfreie Stadt;622;587;753;968;600;467;1175;1132;1169;1292;1207;1377;1869;1613;1282;1890;1892;592;586;692;950;563;382;973;1181;1229;1222;1219;1477;1866;1577;1272;2301;2815
31.12.2018;09571;Ansbach, Landkreis;2717;2646;3352;4539;2924;2206;5775;5814;5752;5757;5412;6536;7995;7920;6471;8885;7749;2676;2415;3215;4147;2660;1929;4873;5118;5306;5471;5355;6319;7830;7542;6428;8852;11363
31.12.2018;09572;Erlangen-Höchstadt, Landkreis;2117;2145;2697;3351;2043;1489;3667;3685;3962;4518;4183;4795;5870;5693;4681;6869;5998;1972;2018;2534;3149;1989;1384;3157;3360;4065;4555;4181;4854;5801;5665;4905;7120;7799
31.12.2018;09573;Fürth, Landkreis;1730;1725;2158;2558;1594;1171;3032;3001;3229;3488;3471;4019;5185;4883;3980;6151;5689;1682;1642;2051;2494;1572;1132;2674;2879;3366;3753;3630;4125;5280;5037;4066;6792;8148
31.12.2018;09574;Nürnberger Land, Landkreis;2391;2418;3156;3957;2539;1856;4628;4606;4757;5241;4974;6050;7633;7093;5806;8616;8225;2336;2313;2803;3628;2349;1588;4029;4246;4897;5359;4962;6207;7472;7264;5892;9522;11552
31.12.2018;09575;Neustadt an der Aisch-Bad Windsheim, Landkreis;1445;1442;1778;2375;1656;1178;2991;3002;3110;3156;2881;3455;4406;4384;3556;5173;4343;1380;1365;1681;2201;1431;1014;2546;2693;2912;2935;2832;3434;4408;4215;3585;5145;6256
31.12.2018;09576;Roth, Landkreis;1970;1832;2286;2901;2001;1430;3719;3708;3746;3870;3708;4496;5820;5475;4382;6213;5649;1793;1687;2162;2780;1867;1322;3223;3281;3640;3790;3706;4570;5693;5305;4407;6595;7931
31.12.2018;09577;Weißenburg-Gunzenhausen, Landkreis;1383;1267;1717;2244;1489;1101;2731;2850;2978;2743;2811;3145;4046;4165;3350;4743;4330;1343;1265;1514;2104;1463;917;2362;2556;2719;2726;2611;3022;3907;3996;3331;5096;6368
31.12.2018;09661;Aschaffenburg, kreisfreie Stadt;1066;938;1244;1534;945;771;2043;2556;2584;2320;2114;2330;2849;2674;2160;3178;3010;991;910;1141;1511;906;639;1894;2383;2470;2393;2121;2367;2867;2742;2392;3839;4645
31.12.2018;09662;Schweinfurt, kreisfreie Stadt;879;758;939;1221;725;687;1921;2073;1972;1698;1400;1536;1933;1922;1644;2488;2757;796;730;935;1113;652;553;1590;1716;1631;1556;1506;1549;1845;2001;1874;3060;4372
31.12.2018;09663;Würzburg, kreisfreie Stadt;1696;1477;1654;2044;1262;1266;5803;7143;6149;4291;3358;3373;4150;3923;3219;4938;5405;1698;1449;1572;1962;1191;1485;7683;7129;4892;3801;3168;3282;4246;4172;3829;6135;9035
31.12.2018;09671;Aschaffenburg, Landkreis;2471;2377;3042;4017;2554;1861;4911;5013;5155;5248;4863;5972;7965;7706;6296;8896;8223;2302;2212;2855;3887;2501;1724;4054;4610;4887;5193;5048;6246;7925;7797;6135;9315;10947
31.12.2018;09672;Bad Kissingen, Landkreis;1335;1330;1629;2200;1504;1094;2722;2856;2924;2940;2740;3421;4491;4519;3921;5772;5467;1279;1243;1687;2148;1469;1005;2460;2590;2659;2783;2781;3411;4372;4570;3943;6026;7927
31.12.2018;09673;Rhön-Grabfeld, Landkreis;1090;1074;1394;1853;1253;908;2308;2308;2340;2265;2101;2658;3428;3561;3098;4234;3804;1051;1022;1316;1799;1228;756;1955;2127;2186;2260;2146;2720;3439;3478;2935;4245;5350
31.12.2018;09674;Haßberge, Landkreis;1216;1181;1453;2007;1311;963;2433;2560;2541;2607;2360;2884;3756;3880;3264;4463;3589;1151;1113;1463;1743;1242;912;2085;2219;2388;2483;2297;2895;3652;3821;3169;4345;5153
31.12.2018;09675;Kitzingen, Landkreis;1361;1294;1588;1984;1401;1024;2794;2963;2920;2906;2585;3201;4040;3900;3180;4688;3962;1222;1173;1482;2001;1322;906;2286;2582;2672;2743;2668;3055;3878;3864;3155;4526;5583
31.12.2018;09676;Miltenberg, Landkreis;1815;1767;2262;3012;2011;1521;3777;3765;3741;3827;3724;4606;5851;5532;4497;6468;6014;1687;1682;2213;2774;1903;1321;3220;3391;3504;3824;3855;4684;5580;5518;4494;6797;8119
31.12.2018;09677;Main-Spessart, Landkreis;1709;1590;2015;2744;1880;1314;3570;3711;3670;3691;3454;4249;5595;5824;4845;6946;6146;1641;1532;2019;2636;1777;1207;2966;3192;3396;3420;3487;4397;5560;5686;4684;7102;8710
31.12.2018;09678;Schweinfurt, Landkreis;1699;1636;2039;2691;1658;1260;3245;3443;3572;3587;3111;3836;5039;5219;4253;5951;5529;1531;1507;1887;2407;1676;1146;2743;3167;3341;3309;3137;3759;5031;4987;4214;6098;7398
31.12.2018;09679;Würzburg, Landkreis;2409;2361;2958;3693;2462;1777;4629;4696;4887;5033;4829;5390;6889;6871;5803;8477;7430;2269;2236;2735;3541;2278;1582;4060;4244;4696;4971;4832;5483;6830;7036;5943;8858;9646
31.12.2018;09761;Augsburg, kreisfreie Stadt;4531;3955;4785;6149;3713;3044;10508;13311;12752;11090;9403;9560;10850;9651;7962;11733;12161;4332;3880;4509;5756;3578;3011;10706;12593;11220;10041;9015;9238;10250;9789;8627;14594;18838
31.12.2018;09762;Kaufbeuren, kreisfreie Stadt;679;607;725;1026;650;473;1280;1433;1526;1407;1297;1348;1722;1707;1375;2133;2222;607;595;739;965;610;451;1110;1346;1320;1260;1206;1353;1731;1783;1520;2397;3290
31.12.2018;09763;Kempten (Allgäu), kreisfreie Stadt;1067;913;1115;1517;958;717;2486;2929;2526;2318;2016;2207;2540;2290;1959;3154;3429;1024;850;1034;1367;865;727;2287;2470;2203;2114;1933;2136;2462;2438;2173;3850;4833
31.12.2018;09764;Memmingen, kreisfreie Stadt;666;591;765;968;660;529;1279;1572;1490;1440;1369;1441;1830;1700;1354;1988;2068;660;595;749;992;621;437;1140;1409;1323;1339;1279;1370;1682;1645;1473;2343;3070
31.12.2018;09771;Aichach-Friedberg, Landkreis;2180;2048;2590;3240;2132;1583;3831;3910;4009;4229;4167;4830;6141;5556;4161;6229;5815;2073;1992;2508;3096;2048;1447;3398;3413;3931;4280;3984;4776;5900;5373;4286;6624;7816
31.12.2018;09772;Augsburg, Landkreis;3954;3823;4846;6087;3946;2964;7156;7303;7527;7956;7601;8952;11168;10301;8138;11939;11146;3823;3645;4515;5756;3778;2530;6262;6673;7382;7802;7691;8766;11142;10092;8397;13017;15456
31.12.2018;09773;Dillingen an der Donau, Landkreis;1414;1364;1806;2291;1552;1169;2947;3084;3033;2918;2915;3440;4181;4005;3338;4552;4126;1327;1282;1693;2206;1468;1066;2537;2727;2738;2723;2824;3341;4043;3920;3334;4834;5823
31.12.2018;09774;Günzburg, Landkreis;1918;1836;2339;3040;2052;1544;3958;4297;4177;3902;4011;4476;5505;5214;4170;5898;5239;1775;1696;2171;2859;1877;1313;3355;3704;3651;3750;3726;4486;5240;5122;4210;5908;7328
31.12.2018;09775;Neu-Ulm, Landkreis;2651;2487;3261;3993;2703;2019;5417;5736;5937;5862;5376;6152;7116;6689;5412;7981;7678;2542;2347;3117;4019;2531;1775;4816;5347;5524;5613;5225;6075;6934;6681;5658;8758;10768
31.12.2018;09776;Lindau (Bodensee), Landkreis;1159;1112;1475;1853;1373;995;2238;2335;2525;2494;2262;2741;3622;3326;2545;3967;4263;1103;1074;1290;1833;1197;837;2004;2174;2318;2442;2322;2977;3606;3390;2591;4385;5841
31.12.2018;09777;Ostallgäu, Landkreis;2226;2061;2522;3464;2262;1645;4161;4260;4324;4239;4056;4870;6161;5579;4506;7084;6548;2121;1969;2500;3393;2106;1470;3583;3878;3990;4230;3949;4925;5995;5674;4581;7324;8660
31.12.2018;09778;Unterallgäu, Landkreis;2178;2100;2663;3406;2263;1779;4566;4690;4436;4474;4306;5260;6380;5853;4559;7004;6691;2141;2028;2514;3218;2166;1524;3759;4008;4039;4156;4155;4811;5967;5697;4675;7312;9263
31.12.2018;09779;Donau-Ries, Landkreis;1993;1907;2477;3298;2130;1675;4258;4329;4497;4395;4308;4828;5805;5472;4487;6204;5758;1818;1763;2372;3142;2001;1453;3526;3720;3764;3980;3972;4531;5426;5351;4327;6486;8043
31.12.2018;09780;Oberallgäu, Landkreis;2328;2168;2667;3537;2300;1732;4364;4596;4720;4415;4307;5280;6896;6324;5035;7955;7953;2184;2067;2531;3310;2244;1571;3740;4244;4349;4572;4604;5506;6692;6573;5300;8728;10570
31.12.2018;10041;Regionalverband Saarbrücken, Landkreis;4540;4265;5401;6897;4296;3364;10363;12055;11205;10224;8678;9947;13168;13438;11603;17168;15391;4284;3800;5075;6279;3972;3209;9582;10946;10221;9548;8615;10060;13349;13540;12118;19295;23812
31.12.2018;10042;Merzig-Wadern, Landkreis;1260;1259;1753;2433;1549;1047;2708;2946;2981;3030;2846;3510;4589;4746;4119;5522;4810;1178;1135;1585;2144;1437;989;2293;2673;2852;3026;2894;3571;4561;4691;4123;5767;7339
31.12.2018;10043;Neunkirchen, Landkreis;1724;1612;2054;2727;1751;1375;3471;3850;3938;3899;3373;4122;5671;6109;5213;7332;6694;1567;1498;2005;2531;1586;1202;3113;3478;3686;3676;3503;4138;5727;6099;5279;7912;10291
31.12.2018;10044;Saarlouis, Landkreis;2430;2509;3170;4139;2694;1986;5179;5800;5998;5638;5055;5975;8166;8733;7641;10840;9597;2504;2325;3094;3801;2509;1681;4653;5143;5511;5434;5212;6277;8439;8906;7862;11604;14696
31.12.2018;10045;Saarpfalz-Kreis;1750;1717;2326;2951;1905;1510;3835;4044;3993;3989;3616;4328;6011;6295;5484;7972;7659;1680;1579;2155;2819;1782;1317;3589;3733;3823;3861;3745;4528;6359;6432;5837;8604;11403
31.12.2018;10046;Sankt Wendel, Landkreis;946;965;1341;1748;1212;838;2229;2461;2476;2396;2307;2840;3767;4249;3667;5127;4629;937;945;1272;1766;1068;786;1844;2228;2329;2407;2277;2911;3880;4173;3606;5231;6539
31.12.2018;11000;Berlin, kreisfreie Stadt;60893;56156;67985;78123;43665;32287;99848;143314;165499;146101;118256;117064;137787;128104;97227;150782;149710;57713;53228;64517;73553;41140;30334;100204;145141;160660;139593;112626;111891;133639;126616;102098;177887;221185
31.12.2018;12051;Brandenburg an der Havel, kreisfreie Stadt;875;942;1185;1364;743;568;1612;2063;2713;2489;2068;2052;2784;3134;2543;3788;4694;947;915;1165;1290;724;494;1242;1729;2347;2227;1668;1902;2637;3049;2787;4409;6975
31.12.2018;12052;Cottbus, kreisfreie Stadt;1337;1351;1727;1904;1170;872;2623;3337;3951;3413;2642;2855;3671;4164;3475;5114;5595;1274;1234;1619;1887;978;846;2280;2739;3332;2975;2368;2787;3681;4317;3969;6103;8629
31.12.2018;12053;Frankfurt (Oder), kreisfreie Stadt;740;720;929;1228;668;497;1465;1597;1948;1761;1585;1701;2074;2473;2342;3092;3203;650;665;948;1113;645;551;1470;1445;1771;1586;1526;1593;2100;2678;2479;3521;5109
31.12.2018;12054;Potsdam, kreisfreie Stadt;3123;2894;3729;4230;2234;1597;4370;6129;7378;6924;5971;5760;6235;6099;4742;7026;7738;2929;2717;3501;3911;2119;1545;4689;6483;7650;7028;5973;5522;6197;6237;5109;8437;11863
31.12.2018;12060;Barnim, Landkreis;2430;2567;3665;4293;2353;1568;3280;3588;5543;6092;5563;6140;8033;8884;7243;9796;9577;2270;2397;3364;3935;2153;1369;2685;3413;5517;5886;5391;5879;7921;8827;7327;10550;13261
31.12.2018;12061;Dahme-Spreewald, Landkreis;2366;2395;3160;3736;2142;1437;3032;3547;5212;5670;5116;5869;7670;8032;6456;8661;9442;2202;2240;3014;3515;2040;1326;2567;3223;4962;5572;4824;5604;7340;7700;6435;9360;13200
31.12.2018;12062;Elbe-Elster, Landkreis;1216;1165;1602;2099;1235;796;1505;1981;3065;3142;2832;3609;4529;5087;4575;6187;6207;1138;1149;1530;2084;1191;639;1179;1665;2595;2661;2454;3248;4288;5058;4619;6715;9593
31.12.2018;12063;Havelland, Landkreis;2058;2315;3215;3839;2362;1653;3315;3371;4711;5022;4812;5565;7956;7797;6082;8072;7976;1999;2193;2988;3656;2189;1492;2577;3004;4598;5070;4811;5718;7738;7580;5962;8794;11419
31.12.2018;12064;Märkisch-Oderland, Landkreis;2497;2732;3789;4417;2561;1596;2961;3450;5579;6534;6023;6577;8787;10116;8181;10421;10262;2347;2523;3522;4105;2280;1379;2485;3204;5687;6376;5564;6139;8588;9884;8062;10965;14735
31.12.2018;12065;Oberhavel, Landkreis;2710;3045;4024;5051;3034;1972;4071;4082;6189;6795;6312;7206;10006;10300;8004;10633;10677;2622;2814;3883;4752;2845;1811;3268;3888;6086;6787;6282;7467;10014;9733;7922;11587;15377
31.12.2018;12066;Oberspreewald-Lausitz, Landkreis;1374;1333;1762;2164;1253;866;1780;2217;3385;3583;3156;3758;4666;5277;4523;6408;6802;1225;1246;1746;2056;1162;738;1375;1942;3010;2847;2649;3295;4555;5232;4673;7478;10940
31.12.2018;12067;Oder-Spree, Landkreis;2333;2263;3208;3733;2309;1533;3032;3220;5015;5541;5140;5710;7895;8540;7455;10228;10526;2189;2193;3047;3677;2136;1245;2353;3023;5129;5348;4759;5545;7621;8660;7628;11169;15255
31.12.2018;12068;Ostprignitz-Ruppin, Landkreis;1227;1252;1762;2137;1265;898;1597;2053;3097;3145;2728;3217;4350;5057;4441;5732;5373;1162;1226;1568;1902;1126;747;1436;1784;2853;2851;2508;2957;4184;4858;4556;5985;8044
31.12.2018;12069;Potsdam-Mittelmark, Landkreis;2719;3044;4354;5586;3169;2045;3653;3746;5859;6688;6649;7756;10269;10545;8546;11091;10539;2681;2878;4209;5201;3082;1906;3007;3434;5732;6778;6713;7621;10094;10295;8312;11568;14895
31.12.2018;12070;Prignitz, Landkreis;884;876;1223;1453;948;690;1333;1583;2468;2184;1945;2451;3302;3956;3428;4551;4702;832;866;1115;1470;794;545;1025;1363;1963;1922;1627;2207;3234;3924;3404;5020;7220
31.12.2018;12071;Spree-Neiße, Landkreis;1265;1420;1821;2397;1347;897;1517;1918;2986;3458;2944;3850;5180;6087;5412;6977;6793;1267;1256;1829;2194;1251;778;1216;1681;2840;3003;2841;3580;5017;6010;5351;7707;10339
31.12.2018;12072;Teltow-Fläming, Landkreis;2382;2348;3141;3898;2323;1551;3349;3759;5636;5899;5074;5926;7833;7982;6240;8320;8181;2287;2301;3048;3628;2126;1333;2731;3357;5391;5432;4869;5428;7446;7659;6104;8940;12374
31.12.2018;12073;Uckermark, Landkreis;1402;1479;2020;2537;1483;969;1950;2258;3396;3523;3063;3707;5110;6039;5425;7221;7088;1272;1414;1847;2410;1426;796;1551;2162;3120;3132;3022;3531;5060;6097;5402;7911;10729
31.12.2018;13001;Greifswald, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13002;Neubrandenburg, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13003;Rostock, kreisfreie Stadt;2920;2696;3355;3811;2191;2089;6707;8737;9629;7824;5918;5719;7147;7354;6234;9376;11204;2807;2687;3222;3646;2088;2157;6908;7327;8028;6501;4961;5174;6752;7522;6950;11673;17572
31.12.2018;13004;Schwerin, kreisfreie Stadt;1351;1381;1736;2047;1209;949;2349;2746;3448;3285;2693;2847;3274;3487;3245;4850;5157;1338;1311;1637;1945;1161;890;2054;2592;3336;2971;2514;2598;3423;3861;3655;5942;8536
31.12.2018;13005;Stralsund, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13006;Wismar, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13051;Bad Doberan, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13052;Demmin, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13053;Güstrow, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13054;Ludwigslust, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13055;Mecklenburg-Strelitz, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13056;Müritz, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13057;Nordvorpommern, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13058;Nordwestmecklenburg, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13059;Ostvorpommern, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13060;Parchim, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13061;Rügen, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13062;Uecker-Randow, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;13071;Mecklenburgische Seenplatte, Landkreis;3069;3410;4531;5607;3444;2241;4218;5475;8117;7987;7406;8015;10717;12811;11617;14931;13512;2979;3148;4362;5368;3086;1904;3659;4971;7416;7481;6521;7401;10710;12896;11905;16390;21825
31.12.2018;13072;Rostock, Landkreis;2833;3090;4198;4978;2922;1788;3174;3926;6662;7347;6545;7035;9704;10948;9209;12154;10598;2694;2939;3941;4826;2670;1508;2570;3825;6379;6654;5737;6639;9287;10662;9259;12751;15661
31.12.2018;13073;Vorpommern-Rügen, Landkreis;2566;2765;4006;4696;2703;1898;3962;4792;7050;7175;6375;6933;9495;11114;9591;12934;12422;2531;2700;3766;4558;2515;1593;3295;4484;6501;6686;5754;6501;9351;10982;9929;14153;18908
31.12.2018;13074;Nordwestmecklenburg, Landkreis;2080;2095;2931;3514;2125;1421;2997;3562;5210;5423;4701;5312;6840;7203;6408;8651;7426;1868;2049;2790;3319;2003;1206;2450;3271;4937;4954;4181;4920;6545;7136;6436;9177;11588
31.12.2018;13075;Vorpommern-Greifswald, Landkreis;2886;3022;4097;5027;2901;1993;4700;6062;7809;7459;6460;7130;9244;11255;10121;13491;12224;2847;2845;3966;4692;2670;1985;4931;5796;7506;6873;5903;6503;9135;11227;10330;14284;19323
31.12.2018;13076;Ludwigslust-Parchim, Landkreis;2717;2830;3819;4559;2819;1828;3562;4590;6841;7030;6445;7234;9500;10813;9511;11978;10122;2642;2774;3652;4413;2631;1442;2811;4077;6193;6267;5467;6661;9128;10597;9372;12495;15798
31.12.2018;14161;Chemnitz, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14166;Plauen, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14167;Zwickau, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14171;Annaberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14173;Chemnitzer Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14177;Freiberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14178;Vogtlandkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14181;Mittlerer Erzgebirgskreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14182;Mittweida, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14188;Stollberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14191;Aue-Schwarzenberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14193;Zwickauer Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14262;Dresden, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14263;Görlitz, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14264;Hoyerswerda, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14272;Bautzen, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14280;Meißen, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14284;Niederschlesischer Oberlausitzkreis (b.31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2018;14285;Riesa-Großenhain, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
